Recency,Frequency,Monetary,R,F,M
25,3,1901,2,2,1
13,2,1475,4,1,1
5,7,6979,5,5,3
40,2,5229,1,1,2
12,5,11799,5,4,4
25,4,2089,2,3,1
11,5,7842,5,4,3
24,2,4779,2,1,2
15,4,6554,4,3,2
11,6,2177,5,4,1
17,7,11395,3,5,4
18,3,8375,3,2,3
17,3,8078,3,2,3
34,3,3816,1,2,1
15,2,4629,4,1,2
12,7,10729,5,5,4
8,8,17222,5,5,5
15,5,16433,4,4,5
4,8,10557,5,5,4
23,2,1349,2,1,1
16,5,2159,3,4,1
14,4,5968,4,3,2
12,5,14525,5,4,5
20,2,10939,2,1,4
11,5,14885,5,4,5
23,2,9358,2,1,3
20,3,11107,2,2,4
41,1,152,1,1,1
32,2,4258,1,1,2
14,4,2633,4,3,1
17,4,6594,3,3,2
0,5,7020,5,4,3
15,4,1706,4,3,1
19,5,4658,2,4,2
16,7,7243,3,5,3
34,2,5843,1,1,2
12,12,24898,5,5,5
20,1,4339,2,1,2
21,5,12574,2,4,4
18,5,442,3,4,1
34,2,5078,1,1,2
40,2,3815,1,1,1
21,3,3252,2,2,1
